customer_id,gender,elderly,married,have_children,weeks_since_purchase,lives_in_large_city,lives_in_citycenter,loyalty_club_level,frequent_buyer_discount,is_bank_customer,loyalty_creditcard,weekly_email,loyaltyclub_magazine,purchase_online,segment_income,longtime_member,segment_type,avg_monthly_discount,control_group,Purchased
913,Male,0,Yes,Yes,72,Yes,Yes,Premium,Yes,No,Yes,No,Yes,Yes,Middle Income,Yes,Traditionalist,106.1,True,No
2184,Male,0,No,No,2,Yes,No,Basic,No,No,No,Yes,No,No,High Income,Yes,Hedonist,50.2,True,No
4757,Male,0,No,No,31,Yes,No,Basic,Yes,Yes,Yes,Yes,Yes,No,High Income,Yes,Traditionalist,72.45,True,No
4282,Male,0,No,No,50,No,No,Basic,Yes,Yes,No,No,No,No,High Income,Yes,Rationalist,35.0,True,No
5912,Male,0,Yes,No,7,No,No,Basic,Yes,Yes,No,No,No,No,High Income,No,Rationalist,34.2,True,No
1528,Male,0,Yes,Yes,72,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Traditionalist,21.0,True,No
3328,Male,0,Yes,No,66,Yes,Yes,Premium,No,Yes,Yes,No,No,Yes,Middle Income,No,Experientialist ,95.3,True,No
2541,Female,0,No,No,70,Yes,Yes,Premium,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Hedonist,111.95,True,No
3530,Male,1,Yes,No,2,Yes,No,Premium,No,No,Yes,No,No,No,High Income,Yes,Experientialist ,74.2,False,No
2606,Female,0,No,No,13,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,Yes,Rationalist,20.4,True,No
3253,Male,0,Yes,Yes,17,Yes,Yes,Basic,Yes,No,No,Yes,No,No,Middle Income,Yes,Rationalist,62.1,False,No
3532,Female,0,No,No,16,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Hedonist,19.35,False,No
4186,Female,0,No,No,1,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Experientialist ,20.7,True,No
3807,Female,1,No,No,18,Yes,No,Premium,No,Yes,No,No,No,No,High Income,Yes,Experientialist ,73.55,False,No
86,Male,0,No,No,9,Yes,Yes,Premium,No,Yes,No,No,Yes,Yes,High Income,Yes,Hedonist,99.3,False,No
6146,Female,0,Yes,Yes,67,No,No,Basic,Yes,Yes,Yes,Yes,Yes,No,Low Income,No,Hedonist,54.2,False,No
5572,Male,0,Yes,No,61,Yes,Yes,Basic,No,Yes,Yes,No,Yes,Yes,Middle Income,Yes,Experientialist ,79.8,False,No
5282,Female,0,Yes,Yes,72,Yes,Yes,Basic,Yes,Yes,No,Yes,No,No,Low Income,No,Hedonist,66.75,True,No
4153,Male,0,Yes,No,65,Yes,Yes,Basic,Yes,No,Yes,Yes,No,Yes,Low Income,No,Traditionalist,76.15,False,No
4546,Female,0,No,No,1,Yes,No,Basic,No,No,No,No,No,No,High Income,No,Traditionalist,44.15,True,No
4375,Male,0,Yes,Yes,71,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,Yes,Traditionalist,19.6,False,No
3882,Male,0,Yes,No,71,Yes,Yes,Basic,Yes,Yes,No,Yes,No,No,Low Income,No,Traditionalist,65.15,False,No
5123,Female,0,Yes,Yes,27,Yes,No,Basic,No,Yes,No,No,No,No,High Income,No,Rationalist,49.85,True,No
6321,Female,0,Yes,Yes,30,Yes,No,Basic,No,No,Yes,Yes,Yes,No,Middle Income,Yes,Experientialist ,64.5,False,No
3724,Female,0,Yes,Yes,18,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Rationalist,20.45,False,No
4219,Male,0,No,No,7,Yes,Yes,Low engagement,No,No,No,No,No,No,High Income,Yes,Traditionalist,25.05,False,No
5305,Male,1,Yes,No,13,Yes,No,Premium,No,No,No,No,No,No,High Income,No,Traditionalist,70.45,True,No
6166,Male,1,No,No,4,Yes,No,Premium,No,No,No,No,No,No,High Income,Yes,Experientialist ,70.65,True,No
6873,Female,0,Yes,No,63,Yes,No,Premium,Yes,No,Yes,No,No,No,Middle Income,Yes,Hedonist,81.15,False,No
6356,Female,0,No,No,68,Yes,Yes,Premium,Yes,Yes,No,Yes,Yes,Yes,Low Income,No,Hedonist,110.25,True,No
570,Female,0,No,No,11,No,No,Basic,No,Yes,Yes,Yes,No,No,Middle Income,Yes,Hedonist,40.4,True,No
489,Female,0,Yes,Yes,0,No,No,Basic,Yes,No,Yes,Yes,Yes,No,Low Income,Yes,Traditionalist,52.55,False,No
4480,Female,0,No,No,59,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Experientialist ,24.45,False,No
6929,Male,0,Yes,Yes,48,Yes,No,Basic,No,Yes,Yes,No,No,No,Middle Income,Yes,Hedonist,55.8,False,No
5839,Male,0,Yes,Yes,53,Yes,Yes,Basic,Yes,No,No,Yes,No,Yes,High Income,No,Experientialist ,71.85,True,No
6576,Female,0,No,No,22,Yes,Yes,Basic,Yes,No,No,Yes,No,No,High Income,Yes,Rationalist,59.05,False,No
1268,Male,0,Yes,No,64,Yes,Yes,Basic,No,Yes,Yes,Yes,Yes,No,Low Income,Yes,Traditionalist,76.1,False,No
6843,Male,0,No,No,13,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,Yes,Rationalist,19.95,True,No
3541,Female,0,Yes,Yes,72,Yes,No,Premium,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Traditionalist,108.65,False,No
2455,Female,0,No,No,71,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Experientialist ,24.55,False,No
3646,Female,0,No,No,9,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Rationalist,19.05,False,No
769,Male,0,No,No,41,Yes,No,Premium,No,No,No,Yes,No,No,High Income,Yes,Experientialist ,74.25,True,No
57,Female,0,Yes,Yes,63,Yes,Yes,Premium,Yes,No,No,No,Yes,Yes,Middle Income,Yes,Hedonist,99.65,False,No
5974,Male,0,No,No,64,Yes,Yes,Premium,No,Yes,Yes,No,Yes,Yes,Low Income,Yes,Traditionalist,104.4,False,No
5925,Male,0,Yes,Yes,62,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Hedonist,20.65,False,No
1883,Male,0,Yes,Yes,29,Yes,No,Basic,Yes,No,No,No,No,Yes,High Income,Yes,Rationalist,60.2,False,No
2204,Male,0,Yes,Yes,72,Yes,Yes,Premium,Yes,Yes,Yes,Yes,No,Yes,Middle Income,Yes,Hedonist,104.9,False,No
1447,Male,0,No,Yes,1,Yes,Yes,Basic,No,No,No,No,No,No,High Income,Yes,Experientialist ,50.05,False,No
47,Male,0,No,No,2,Yes,No,Basic,No,Yes,No,No,No,No,High Income,No,Rationalist,49.25,False,No
799,Female,0,Yes,Yes,1,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Experientialist ,20.0,False,No
3419,Male,0,Yes,No,54,Yes,Yes,Premium,Yes,Yes,Yes,No,Yes,Yes,High Income,No,Experientialist ,109.55,False,No
3841,Male,1,Yes,No,64,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Hedonist,25.65,True,No
5660,Male,0,No,No,63,Yes,Yes,Basic,Yes,No,Yes,Yes,No,Yes,Low Income,Yes,Traditionalist,71.9,False,No
89,Female,0,Yes,Yes,46,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,Yes,Rationalist,19.95,False,No
5840,Male,1,Yes,No,7,Yes,Yes,Premium,No,No,No,No,No,No,High Income,Yes,Experientialist ,75.4,True,No
3589,Male,0,Yes,No,9,Yes,Yes,Basic,No,Yes,Yes,No,No,Yes,High Income,Yes,Hedonist,69.05,True,No
92,Male,1,No,No,1,Yes,No,Premium,No,No,No,Yes,No,No,High Income,No,Experientialist ,74.7,False,No
4560,Male,0,No,No,6,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Traditionalist,20.15,True,No
2740,Female,0,Yes,No,61,Yes,Yes,Premium,No,No,No,Yes,Yes,Yes,Middle Income,No,Traditionalist,101.15,False,No
2065,Female,0,Yes,Yes,30,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Traditionalist,19.55,True,No
4511,Female,0,No,No,38,Yes,Yes,Basic,No,Yes,No,Yes,No,Yes,High Income,No,Hedonist,68.15,True,No
3659,Female,0,No,No,10,Yes,No,Basic,No,No,Yes,Yes,No,No,High Income,No,Experientialist ,54.25,False,No
2077,Female,0,No,No,14,Yes,No,Basic,No,No,No,Yes,No,Yes,Middle Income,No,Hedonist,59.1,True,No
1371,Female,0,No,No,27,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,Yes,Traditionalist,20.25,False,No
6702,Male,0,Yes,Yes,28,Yes,No,Premium,No,Yes,Yes,No,Yes,Yes,Middle Income,No,Traditionalist,100.35,True,No
6472,Male,0,Yes,Yes,18,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Traditionalist,20.05,True,No
2135,Female,0,No,No,1,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Rationalist,20.15,False,No
7005,Male,0,No,No,38,Yes,Yes,Premium,No,Yes,Yes,No,No,Yes,High Income,Yes,Hedonist,95.1,False,No
439,Male,0,Yes,No,35,Yes,Yes,Premium,No,No,No,Yes,No,Yes,High Income,Yes,Traditionalist,89.85,False,No
5613,Female,0,No,No,45,Yes,No,Basic,Yes,Yes,No,Yes,No,No,Middle Income,Yes,Hedonist,62.55,True,No
5413,Male,1,Yes,No,61,Yes,Yes,Premium,No,Yes,No,Yes,No,No,Middle Income,Yes,Traditionalist,85.55,False,No
5646,Male,0,Yes,No,64,Yes,Yes,Basic,Yes,No,No,No,Yes,No,Middle Income,Yes,Hedonist,66.15,True,No
218,Male,0,Yes,No,66,No,No,Basic,Yes,Yes,Yes,Yes,Yes,No,Low Income,Yes,Traditionalist,56.6,False,No
5246,Female,0,Yes,Yes,70,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,Yes,Hedonist,20.15,True,No
3397,Female,0,Yes,Yes,58,Yes,No,Premium,Yes,Yes,No,No,Yes,Yes,Middle Income,No,Hedonist,99.25,True,No
2534,Male,0,Yes,Yes,67,No,No,Basic,Yes,No,No,No,Yes,Yes,Low Income,No,Hedonist,50.9,False,No
3208,Female,0,No,No,5,Yes,No,Low engagement,No,No,No,No,No,No,High Income,Yes,Hedonist,19.65,False,No
6728,Female,1,Yes,No,13,No,No,Basic,No,No,No,No,Yes,Yes,High Income,No,Experientialist ,45.3,False,No
4268,Female,0,Yes,No,72,Yes,Yes,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Traditionalist,91.15,True,No
3900,Female,1,Yes,No,52,Yes,Yes,Premium,Yes,Yes,Yes,No,Yes,Yes,High Income,Yes,Experientialist ,109.1,True,No
3513,Male,1,No,No,51,Yes,Yes,Low engagement,No,No,No,No,No,No,Middle Income,No,Traditionalist,25.0,False,No
1281,Female,1,Yes,No,72,Yes,Yes,Premium,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Traditionalist,114.85,True,No
1085,Female,0,Yes,Yes,52,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Hedonist,19.6,False,No
791,Female,0,Yes,Yes,60,No,No,Basic,Yes,No,Yes,Yes,Yes,Yes,Low Income,No,Hedonist,59.85,True,No
5066,Male,1,No,No,33,Yes,Yes,Low engagement,No,No,No,No,No,No,Middle Income,Yes,Traditionalist,24.9,True,No
2430,Male,1,Yes,No,59,Yes,No,Premium,Yes,Yes,Yes,No,No,No,Middle Income,Yes,Hedonist,82.95,True,No
6201,Female,0,Yes,Yes,59,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Hedonist,19.5,False,No
2660,Female,0,No,No,61,Yes,Yes,Basic,Yes,No,Yes,Yes,Yes,Yes,Low Income,No,Hedonist,86.45,False,No
6783,Female,0,No,No,11,Yes,No,Basic,No,Yes,No,No,No,No,High Income,No,Experientialist ,51.1,False,No
5151,Female,0,Yes,No,2,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Traditionalist,20.1,True,No
2212,Female,0,Yes,No,50,Yes,Yes,Premium,Yes,No,Yes,No,Yes,Yes,Middle Income,Yes,Rationalist,104.4,False,No
568,Male,0,Yes,No,71,Yes,Yes,Basic,Yes,Yes,No,Yes,Yes,No,Low Income,No,Hedonist,73.5,False,No
2835,Male,0,Yes,Yes,42,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Rationalist,20.25,False,No
1004,Female,0,No,No,37,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,19.85,True,No
2694,Male,0,No,No,72,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Traditionalist,19.3,True,No
2091,Female,0,Yes,Yes,48,No,No,Basic,No,No,No,Yes,No,No,High Income,Yes,Hedonist,29.5,False,No
3254,Female,0,Yes,Yes,36,Yes,Yes,Premium,Yes,No,Yes,No,Yes,Yes,High Income,Yes,Hedonist,104.5,False,No
2133,Male,0,Yes,Yes,23,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Rationalist,19.65,True,No
4281,Male,0,Yes,Yes,64,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,Yes,Traditionalist,19.7,False,No
441,Female,0,Yes,Yes,16,Yes,Yes,Premium,Yes,No,Yes,Yes,Yes,Yes,High Income,Yes,Experientialist ,112.95,True,No
4666,Female,0,Yes,Yes,67,No,No,Basic,Yes,Yes,No,No,No,No,Low Income,No,Traditionalist,36.15,True,No
5168,Female,0,Yes,No,57,Yes,No,Basic,Yes,Yes,No,Yes,Yes,No,Low Income,Yes,Hedonist,70.35,True,No
1142,Male,0,No,Yes,6,Yes,No,Low engagement,No,No,No,No,No,No,High Income,Yes,Rationalist,20.2,True,No
5757,Female,0,No,No,53,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Hedonist,19.85,False,No
3506,Male,0,No,No,9,No,No,Basic,No,No,No,No,No,No,High Income,Yes,Experientialist ,24.95,False,No
5454,Male,0,Yes,No,60,Yes,No,Basic,Yes,Yes,No,Yes,No,No,Low Income,Yes,Rationalist,61.35,False,No
2946,Male,0,No,No,9,Yes,No,Premium,Yes,No,No,No,No,No,High Income,No,Experientialist ,75.6,True,No
2847,Female,0,Yes,No,2,Yes,No,Basic,Yes,No,No,No,No,Yes,High Income,Yes,Rationalist,62.15,False,No
6827,Male,0,No,No,4,Yes,No,Low engagement,No,No,No,No,No,No,High Income,Yes,Hedonist,20.7,True,No
1038,Female,0,No,No,13,No,No,Basic,No,No,Yes,No,Yes,Yes,High Income,No,Experientialist ,49.15,True,No
6778,Male,0,Yes,No,3,No,No,Basic,No,No,No,Yes,No,No,High Income,Yes,Experientialist ,29.9,True,No
3590,Male,0,Yes,Yes,31,Yes,Yes,Basic,No,No,No,No,No,Yes,High Income,No,Traditionalist,59.7,False,No
6990,Female,0,Yes,Yes,20,Yes,Yes,Basic,Yes,No,No,No,Yes,Yes,Middle Income,No,Traditionalist,76.0,False,No
947,Male,0,Yes,Yes,4,Yes,No,Low engagement,No,No,No,No,No,No,High Income,Yes,Rationalist,20.5,False,No
432,Female,0,Yes,Yes,72,No,No,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Hedonist,65.2,True,No
5163,Male,0,No,Yes,8,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Traditionalist,19.45,True,No
862,Male,0,Yes,Yes,64,Yes,Yes,Premium,Yes,No,Yes,No,No,Yes,Low Income,No,Traditionalist,93.4,False,No
3482,Female,0,No,No,4,Yes,Yes,Basic,No,No,No,No,No,No,High Income,No,Experientialist ,50.7,True,No
4251,Male,0,No,No,63,Yes,Yes,Premium,Yes,Yes,Yes,Yes,Yes,No,Middle Income,No,Hedonist,104.5,True,No
2871,Male,0,Yes,No,57,Yes,Yes,Premium,No,No,Yes,Yes,Yes,Yes,Low Income,No,Experientialist ,107.95,False,No
1845,Male,0,Yes,No,59,Yes,No,Basic,Yes,Yes,Yes,No,Yes,No,Middle Income,No,Hedonist,66.4,False,No
3362,Female,1,No,No,64,Yes,Yes,Basic,No,Yes,Yes,Yes,No,Yes,High Income,No,Hedonist,74.65,False,No
5355,Female,0,No,Yes,1,Yes,No,Premium,No,No,No,No,Yes,Yes,High Income,Yes,Experientialist ,89.35,True,No
641,Male,0,Yes,Yes,68,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Traditionalist,25.4,True,No
5514,Female,1,No,No,67,Yes,No,Premium,Yes,Yes,No,Yes,Yes,No,Low Income,Yes,Traditionalist,92.45,False,No
3523,Male,0,Yes,Yes,37,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Hedonist,19.8,True,No
5404,Female,0,Yes,Yes,54,Yes,Yes,Basic,No,Yes,Yes,Yes,Yes,Yes,High Income,Yes,Experientialist ,86.2,False,No
5093,Female,0,Yes,Yes,7,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Rationalist,20.45,False,No
4216,Male,0,Yes,No,72,Yes,Yes,Premium,No,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Experientialist ,108.2,False,No
6329,Female,0,No,No,70,Yes,Yes,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,No,Hedonist,89.75,False,No
5264,Male,1,No,No,55,No,No,Basic,Yes,Yes,No,No,Yes,No,High Income,Yes,Experientialist ,44.85,False,No
4764,Female,0,Yes,Yes,58,Yes,No,Premium,No,Yes,Yes,No,Yes,No,High Income,Yes,Experientialist ,91.55,True,No
4946,Male,0,Yes,Yes,20,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,20.05,False,No
3656,Female,0,Yes,No,32,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Traditionalist,19.4,True,No
1761,Male,0,Yes,Yes,50,Yes,Yes,Basic,No,No,Yes,No,No,No,Middle Income,No,Traditionalist,54.9,True,No
2836,Female,1,No,No,66,Yes,Yes,Basic,Yes,Yes,No,Yes,No,No,Middle Income,Yes,Hedonist,63.85,False,No
6171,Female,0,No,No,1,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Hedonist,19.4,True,No
31,Female,1,Yes,No,71,Yes,Yes,Premium,Yes,Yes,Yes,Yes,No,No,Low Income,Yes,Hedonist,96.35,True,No
1232,Male,0,No,No,20,Yes,No,Basic,Yes,No,Yes,No,No,Yes,High Income,No,Hedonist,64.4,False,No
2480,Male,0,Yes,Yes,56,Yes,Yes,Basic,Yes,Yes,No,Yes,No,Yes,Low Income,Yes,Hedonist,75.85,False,No
2985,Female,0,Yes,No,26,Yes,Yes,Low engagement,No,No,No,No,No,No,Middle Income,No,Rationalist,26.0,True,No
6427,Female,0,No,No,41,Yes,No,Basic,No,No,No,Yes,No,No,Middle Income,No,Traditionalist,50.05,False,No
6136,Male,0,Yes,Yes,71,Yes,Yes,Premium,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Traditionalist,114.0,False,No
5869,Female,0,No,No,1,Yes,No,Basic,No,No,No,No,No,No,High Income,Yes,Rationalist,44.0,True,No
5662,Male,0,No,No,4,Yes,No,Low engagement,No,No,No,No,No,No,High Income,Yes,Experientialist ,19.85,False,No
351,Male,0,Yes,Yes,37,Yes,Yes,Basic,Yes,No,Yes,Yes,No,No,Low Income,Yes,Hedonist,62.8,True,No
3321,Male,1,Yes,No,18,Yes,No,Basic,Yes,No,No,No,No,Yes,High Income,Yes,Hedonist,59.1,False,No
621,Male,1,Yes,Yes,10,No,No,Basic,No,No,No,No,No,Yes,High Income,Yes,Traditionalist,34.55,False,No
6350,Female,0,Yes,Yes,35,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Hedonist,19.7,False,No
4701,Female,0,No,No,2,Yes,No,Basic,No,No,No,No,No,No,High Income,Yes,Rationalist,45.85,False,No
3200,Female,0,No,No,68,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Traditionalist,25.5,False,No
3028,Female,0,No,No,8,Yes,No,Low engagement,No,No,No,No,No,No,High Income,Yes,Rationalist,20.7,True,No
654,Female,0,No,No,17,Yes,Yes,Low engagement,No,No,No,No,No,No,High Income,No,Rationalist,24.8,False,No
813,Female,0,Yes,No,42,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Experientialist ,25.25,True,No
4508,Female,0,No,No,8,Yes,No,Basic,Yes,No,No,Yes,No,Yes,High Income,No,Traditionalist,66.05,True,No
5192,Female,0,Yes,Yes,23,Yes,Yes,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Hedonist,91.1,True,No
367,Male,0,Yes,No,23,Yes,No,Basic,Yes,No,No,No,No,Yes,High Income,Yes,Traditionalist,59.95,True,No
6193,Female,1,No,No,18,Yes,No,Premium,No,Yes,No,No,No,No,High Income,Yes,Experientialist ,74.7,True,No
331,Female,0,Yes,Yes,35,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,Yes,Rationalist,19.85,False,No
1976,Male,0,No,No,21,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,19.6,True,No
990,Male,0,Yes,Yes,34,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Hedonist,19.6,True,No
4377,Female,0,No,No,45,Yes,No,Premium,Yes,Yes,No,No,Yes,Yes,Middle Income,Yes,Experientialist ,100.3,False,No
1190,Male,0,No,No,3,Yes,No,Premium,No,No,Yes,No,No,Yes,High Income,No,Hedonist,85.7,True,No
128,Male,0,Yes,No,72,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,Yes,Traditionalist,23.55,True,No
344,Male,0,No,No,63,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Rationalist,20.5,False,No
4112,Female,0,No,No,22,Yes,No,Basic,No,Yes,Yes,No,Yes,No,Middle Income,No,Traditionalist,65.25,True,No
3559,Male,0,Yes,Yes,28,Yes,Yes,Premium,No,No,No,No,Yes,Yes,Middle Income,No,Traditionalist,92.2,True,No
4705,Male,0,No,No,1,Yes,Yes,Basic,Yes,Yes,No,No,No,No,High Income,No,Experientialist ,61.15,True,No
5806,Male,1,Yes,No,19,Yes,No,Basic,Yes,No,Yes,No,Yes,No,High Income,No,Traditionalist,66.4,False,No
2470,Female,0,No,No,29,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Rationalist,20.0,True,No
825,Female,0,No,No,62,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,Yes,Hedonist,25.8,False,No
2596,Female,0,Yes,No,71,Yes,Yes,Basic,No,No,Yes,Yes,Yes,Yes,Low Income,Yes,Traditionalist,80.45,False,No
6286,Male,0,No,No,26,No,No,Basic,Yes,No,No,Yes,Yes,Yes,Middle Income,No,Hedonist,54.55,False,No
2235,Male,0,Yes,Yes,23,Yes,Yes,Basic,No,Yes,No,Yes,No,No,Low Income,No,Rationalist,59.7,False,No
3950,Female,0,No,Yes,18,Yes,Yes,Basic,Yes,No,No,No,No,No,High Income,No,Rationalist,57.65,True,No
5311,Male,0,Yes,No,43,Yes,Yes,Basic,Yes,Yes,No,Yes,No,No,High Income,No,Traditionalist,66.25,True,No
1912,Female,0,Yes,Yes,72,Yes,Yes,Premium,Yes,Yes,Yes,Yes,Yes,No,Low Income,No,Hedonist,106.1,False,No
1241,Male,0,No,No,25,Yes,No,Low engagement,No,No,No,No,No,No,High Income,Yes,Rationalist,20.15,False,No
1930,Male,0,Yes,Yes,1,Yes,No,Premium,No,No,No,No,No,Yes,High Income,Yes,Experientialist ,81.05,True,No
1161,Female,1,Yes,No,23,Yes,No,Premium,Yes,No,No,No,Yes,Yes,High Income,Yes,Experientialist ,95.1,True,No
4088,Female,0,No,No,10,Yes,No,Low engagement,No,No,No,No,No,No,High Income,Yes,Rationalist,20.9,False,No
6980,Male,0,No,Yes,1,No,No,Basic,No,No,No,No,No,No,High Income,No,Rationalist,24.2,False,No
1710,Male,1,No,No,30,Yes,Yes,Basic,No,No,Yes,Yes,Yes,No,Low Income,Yes,Hedonist,69.1,False,No
2214,Female,0,Yes,Yes,12,Yes,Yes,Low engagement,No,No,No,No,No,No,Low Income,No,Hedonist,25.25,False,No
4584,Female,0,Yes,No,71,Yes,Yes,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,No,Experientialist ,90.1,False,No
4515,Female,0,No,No,28,Yes,No,Premium,No,No,No,No,No,Yes,High Income,Yes,Experientialist ,80.6,True,No
1240,Female,0,Yes,Yes,3,Yes,No,Basic,No,Yes,No,No,Yes,No,High Income,Yes,Hedonist,58.7,True,No
1481,Male,0,No,No,39,No,No,Basic,No,No,Yes,Yes,No,No,Middle Income,No,Rationalist,35.55,True,No
5581,Male,0,No,No,48,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,No,Traditionalist,19.95,False,No
4933,Male,0,Yes,Yes,27,Yes,No,Premium,Yes,Yes,No,No,No,No,Middle Income,Yes,Hedonist,80.65,False,No
6387,Male,0,Yes,Yes,72,Yes,Yes,Basic,Yes,No,Yes,Yes,Yes,Yes,Low Income,Yes,Hedonist,83.55,False,No
3443,Male,0,No,No,29,Yes,No,Premium,No,No,Yes,Yes,Yes,Yes,High Income,Yes,Hedonist,98.8,True,No
4364,Female,0,Yes,No,56,Yes,Yes,Premium,No,No,No,No,Yes,No,High Income,Yes,Traditionalist,85.6,False,No
4118,Male,0,Yes,No,63,Yes,No,Premium,Yes,No,Yes,No,Yes,Yes,Low Income,No,Hedonist,99.7,True,No
5414,Female,0,No,No,15,Yes,No,Premium,No,No,Yes,No,Yes,Yes,High Income,Yes,Hedonist,94.0,True,No
697,Male,0,Yes,No,72,Yes,Yes,Basic,No,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Traditionalist,85.15,False,No
4125,Female,1,Yes,No,19,Yes,Yes,Premium,No,No,No,No,Yes,Yes,High Income,Yes,Experientialist ,94.95,False,No
5810,Female,0,No,No,6,Yes,No,Premium,No,Yes,No,No,No,Yes,High Income,Yes,Rationalist,85.95,False,No
4499,Female,0,Yes,Yes,11,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,Yes,Rationalist,20.0,True,No
4466,Male,0,No,No,31,No,No,Basic,No,No,Yes,No,Yes,Yes,Middle Income,Yes,Experientialist ,50.05,False,No
4883,Female,0,No,No,66,No,No,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Traditionalist,62.5,False,No
4893,Male,1,No,No,20,Yes,Yes,Premium,No,No,No,No,Yes,No,High Income,Yes,Experientialist ,84.35,True,No
1831,Male,0,No,Yes,32,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,20.5,True,No
1569,Male,1,No,No,11,Yes,Yes,Premium,No,Yes,Yes,Yes,Yes,Yes,High Income,Yes,Experientialist ,111.4,False,No
180,Male,0,Yes,No,61,Yes,No,Low engagement,No,No,No,No,No,No,Middle Income,Yes,Hedonist,20.55,False,No
788,Female,0,Yes,No,34,Yes,Yes,Basic,Yes,No,No,Yes,No,No,High Income,Yes,Traditionalist,60.85,True,No
310,Male,0,No,Yes,48,Yes,Yes,Basic,Yes,No,Yes,No,Yes,Yes,Middle Income,Yes,Hedonist,78.75,True,No
1210,Male,0,Yes,No,56,Yes,Yes,Premium,Yes,Yes,Yes,No,No,No,Middle Income,Yes,Experientialist ,93.15,True,No
1592,Male,0,No,No,17,Yes,No,Low engagement,No,No,No,No,No,No,High Income,No,Hedonist,21.1,False,No
4670,Male,0,No,No,51,Yes,No,Low engagement,No,No,No,No,No,No,Low Income,No,Rationalist,20.45,True,No
4953,Male,0,No,No,2,Yes,No,Premium,Yes,Yes,No,No,Yes,Yes,High Income,No,Experientialist ,100.2,True,No
29,Male,0,Yes,No,72,Yes,Yes,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Low Income,Yes,Hedonist,90.25,True,No
